_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
512,Transit,Transportation,Windsor,Implementation of the Windsor Transit Master Plan ,Planning,March 2025,"A design study to evaluate the costs of improving various aspects of the public transit system, as well as the installation of new signage and decals for the re-branding of the transit system, and new route scheduling software and an intelligent transportation system. ",Improved public transit system.,Essex,Southwest,,,,"$3,876,437",Yes,Yes,Yes,,,42.2876,-82.970125
513,Transit,Transportation,Woodstock,Transit Service Expansion,Under construction,December 2024,"Purchase new diesel buses, new signage of bus stops and new transit software as the expansion of a bus garage an+J44d bus storage.",Improved public transit to unserved residential and industrial areas of the city.,Oxford,Southwest,,,,"$3,137,500",Yes,Yes,Yes,,,43.13,-80.732
514,Transit,Transportation,Woodstock,Bus Wash Building,Planning,December 2025,The construction of an automatic bus wash building that will increase the life span of buses.,It is expected the project will improve quality of service and extend bus life cycle through cleaner buses as well as increase efficiency and cost savings through better and quicker automaticcleaning compared to manual cleaning.,Oxford,Southwest,,,,"$1,625,000",Yes,Yes,Yes,,,43.13008,-80.756397
515,Transit,Transportation,York,York VIVA Bus Rapid Transit,Complete,December 2020,"Construction of dedicated rapidways along the existing Highway 7, Yonge Street and Davis Drive VIVA corridors",Making it easier and faster to travel in and around York Region and to connect to transit across Greater Toronto and Hamilton Area,York,Central,,,York Viva Bus Rapid Transit (BRT),"$1,400,000,000",,Yes,,,http://www.infrastructureontario.ca/York-Viva-Bus-Rapid-Transit-Expansion/,,
516,Transit,Transportation,York,Yonge North Subway Extension,Planning,To Be Determined,Construct an approximately 8 kilometer 7.4 kilometre extension of Line 1 north from Finch Station to the Richmond Hill/Langstaff Gateway Urban Centre at Highway 7.,"The Yonge North Subway Extension will bring the TTC’s Line 1 service north from Finch Station to Vaughan, Markham and Richmond Hill. The latest plans propose five up to four stations along an extension of roughly 8 kilometres.",York,Central,,,,"$5,600,000,000",Yes,Yes,Yes,,https://www.metrolinx.com/en/greaterregion/projects/yonge-subway-extension.aspx,,
517,Transit,Transportation,,Queen-Spadina Station - Ontario Line,Under construction,To Be Determined,"Part of the Ontario Line, a new 15.6-km, 15-stop subway line running from Exhibition Staiton, through downtown, all the way to the Eglinton Crosstown LRT at Don Mills and Eglinton.","Expected to accommodate 388,000 rides each day, cut commute times by as much as 40 minutes, and reduce daily car trips by 28,000. It will feature more than 40 connections to other transit options and reduce crowding at the TTC's existing Bloor-Yonge, Eglinton and Union stations by 22 per cent, 16 per cent, and 14 per cent respectively.",,,Queen Street / Spadina Avenue,,Ontario Line,0,,,,,,,
518,Transit,Transportation,,Scarborough Centre Station,Under construction,To Be Determined,"Part of the Scarborough Subway Extension, an approximately 8-kilometer extension of the TTC's existing Line 2 subway, with three proposed stops, from Kennedy Station to a new terminus at Sheppard Avenue and McCowan Road","The Scarborough Subway Extension is a 7.8 kilometre extension of TTC's Line 2 Bloor-Danforth Subway, from the existing Kennedy Station northeast to McCowan Road/Sheppard Avenue. The line will include three new stations at Lawrence Avenue and McCowan Road,",,,Ellesmere Rd./McCowan Rd.,M1P 4P5,Scarborough Subway Extension,0,,,,,,,
519,Transit,Transportation,,Lawrence & McCowan Station  - SSE,Under construction,To Be Determined,"Part of the Scarborough Subway Extension, an approximately 8-kilometer extension of the TTC's existing Line 2 subway, with three proposed stops, from Kennedy Station to a new terminus at Sheppard Avenue and McCowan Road","The Scarborough Subway Extension is a 7.8 kilometre extension of TTC's Line 2 Bloor-Danforth Subway, from the existing Kennedy Station northeast to McCowan Road/Sheppard Avenue. The line will include three new stations at Lawrence Avenue and McCowan Road,",,,Lawrence Ave./McCowan Rd.,M1P 2T7,Scarborough Subway Extension,0,,,,,,,
520,Transit,Transportation,,Tunnel extraction site - SSE,Under construction,To Be Determined,"Part of the Scarborough Subway Extension, an approximately 8-kilometer extension of the TTC's existing Line 2 subway, with three proposed stops, from Kennedy Station to a new terminus at Sheppard Avenue and McCowan Road","The Scarborough Subway Extension is a 7.8 kilometre extension of TTC's Line 2 Bloor-Danforth Subway, from the existing Kennedy Station northeast to McCowan Road/Sheppard Avenue. The line will include three new stations at Lawrence Avenue and McCowan Road,",,,Eglinton Ave./Midland Ave.,M1K 5J1,Scarborough Subway Extension,0,,,,,,,
521,Transit,Transportation,,Kennedy Station - SSE,Under construction,To Be Determined,"Part of the Scarborough Subway Extension, an approximately 8-kilometer extension of the TTC's existing Line 2 subway, with three proposed stops, from Kennedy Station to a new terminus at Sheppard Avenue and McCowan Road","The Scarborough Subway Extension is a 7.8 kilometre extension of TTC's Line 2 Bloor-Danforth Subway, from the existing Kennedy Station northeast to McCowan Road/Sheppard Avenue. The line will include three new stations at Lawrence Avenue and McCowan Road,",,,Eglinton Ave./Kennedy Rd.,M1K 2P6,Scarborough Subway Extension,0,,,,,,,
522,Transit,Transportation,,Finch Station - Yonge North Subway Extension,Under construction,To Be Determined,Construct an approximately 8 kilometer 7.4 kilometre extension of Line 1 north from Finch Station to the Richmond Hill/Langstaff Gateway Urban Centre at Highway 7.,"The Yonge North Subway Extension will bring the TTC’s Line 1 service north from Finch Station to Vaughan, Markham and Richmond Hill. The latest plans propose five up to four stations along an extension of roughly 8 kilometres.",,,Yonge St./Finch Ave.,M2M 4L9,Yonge North Subway Extension,0,,,,,,,
523,Transit,Transportation,,Tunnel launch site/Renforth Dr. - Eglinton Crosstown West Extension,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.The tunnel launch site is at the western end of the route and where the tunnel boring machines began their journey towards Scarlett Road.","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,5001 Commerce Boulevard,L4W 0B7,Eglinton Crosstown West Extension,0,,,,,,,
524,Transit,Transportation,,Martin Grove Station - Eglinton Crosstown West Extension,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future underground station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Martin Grove Road and Eglinton Avenue West (4900 Eglinton Ave W),M9R 0A4,Eglinton Crosstown West Extension,0,,,,,,,
525,Transit,Transportation,,Kipling Station - Eglinton Crosstown West Extension ,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future underground station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Kipling Avenue and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
526,Transit,Transportation,,Islington Station - Eglinton Crosstown West Extension,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future underground station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Islington Avenue and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
527,Transit,Transportation,,Royal York Station - Eglinton Crosstown West Exteion,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future underground station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Royal York Road and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
528,Transit,Transportation,,Scarlett Station - Eglinton Crosstown West Extension,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future elevated station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Scarlett Road and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
529,Transit,Transportation,,Jane Station - Eglinton Crosstown West Extension ,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Future elevated station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,Jane Street and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
530,Transit,Transportation,,Mount Dennis Station - Eglinton Crosstown West Extension,Planning,To Be Determined,"Part of the Eglinton Crosstown West Extension, a 9.2-kilometre extension of the Eglinton Crosstown LRT.Underground connection to Mount Dennis Station","The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,3500 Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
531,Transit,Transportation,,ATC2 site - Eglinton Crosstown West Extension,Planning,To Be Determined,Construction site for the 500-metre tunnel connection to Mount Dennis  Station,"The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,East of Jane Street and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
532,Transit,Transportation,,Extraction shaft/elevated guideway portal - Eglinton Crosstown West Extension,Planning,To Be Determined,Construction for the 1.5-kilometre elevated guideway,"The extension of the Eglinton Crosstown LRT will run 9.2 kilometres from the future Mount Dennis LRT station to Renforth Drive and will operate mainly underground, helping to reduce travel times and improve access to jobs, schools and other destinations throughout the Greater Toronto Area.",,,West of Scarlett Road and Eglinton Avenue West,,Eglinton Crosstown West Extension,0,,,,,,,
